iter	Accuracy	Logloss
153	0.885026738	0.3079077204
154	0.885026738	0.3076594821
155	0.885026738	0.3073517676
156	0.885026738	0.3067274208
157	0.8863636364	0.306628794
158	0.8863636364	0.3062608094
159	0.8863636364	0.3057724872
160	0.8863636364	0.305342421
161	0.8863636364	0.3050148808
162	0.8863636364	0.3046739459
163	0.8863636364	0.3041428798
164	0.885026738	0.3034042932
165	0.885026738	0.3028573798
166	0.885026738	0.3028501663
167	0.8863636364	0.3025702636
168	0.8877005348	0.3018531915
169	0.8863636364	0.3015464851
170	0.8863636364	0.3012861641
171	0.8863636364	0.3008046462
172	0.8877005348	0.299828173
173	0.8877005348	0.2994544067
174	0.8877005348	0.2993423369
175	0.8877005348	0.2985486508
176	0.8877005348	0.298177029
177	0.8877005348	0.2981440535
178	0.8877005348	0.2976180612
179	0.8890374332	0.2972980251
180	0.8890374332	0.2970310143
181	0.8890374332	0.2966752286
182	0.8890374332	0.29636167
183	0.8890374332	0.2962061615
184	0.8890374332	0.2958576052
185	0.8890374332	0.2956122535
186	0.8890374332	0.2951204234
187	0.8890374332	0.2944506419
188	0.8890374332	0.2937296167
189	0.8917112299	0.2926851379
190	0.8917112299	0.2920377841
191	0.8917112299	0.2920321391
192	0.8917112299	0.291869283
193	0.8930481283	0.2913092033
194	0.8930481283	0.2908901828
195	0.8930481283	0.2902296947
196	0.8930481283	0.2897459955
197	0.8930481283	0.2896308343
198	0.8930481283	0.2895005473
199	0.8930481283	0.289057166
200	0.8930481283	0.2887959004
201	0.8930481283	0.2883398466
202	0.8930481283	0.2874714474
203	0.8943850267	0.2863005009
204	0.8943850267	0.2857816444
205	0.8943850267	0.2853235485
206	0.8943850267	0.2851798137
207	0.8943850267	0.2850675898
208	0.8943850267	0.2848500157
209	0.8943850267	0.2845094502
210	0.8943850267	0.2842107351
211	0.8943850267	0.2839872047
212	0.8957219251	0.283598014
213	0.8957219251	0.2832459949
214	0.8957219251	0.2828084534
215	0.8957219251	0.2822732395
216	0.8957219251	0.2820129871
217	0.8970588235	0.2819478104
218	0.8970588235	0.28176997
219	0.8997326203	0.2814634113
220	0.8997326203	0.2814634086
221	0.8997326203	0.2812023236
222	0.8997326203	0.2807538034
223	0.9010695187	0.2806874615
224	0.9024064171	0.280122411
225	0.9037433155	0.2792398628
226	0.9037433155	0.2791981306
227	0.9024064171	0.2788216477
228	0.9037433155	0.2787242282
229	0.9037433155	0.2785193926
230	0.9024064171	0.2779575357
231	0.9037433155	0.2774357128
232	0.9050802139	0.2769988165
233	0.9050802139	0.2769072033
234	0.9050802139	0.2767091191
235	0.9024064171	0.2765976315
236	0.9024064171	0.276596041
237	0.9024064171	0.276249735
238	0.9037433155	0.2761387572
239	0.9037433155	0.2756903406
240	0.9037433155	0.2755165065
241	0.9050802139	0.2751796493
242	0.9037433155	0.2746776029
243	0.9037433155	0.2745893672
244	0.9037433155	0.274374502
245	0.9037433155	0.2736522508
246	0.9037433155	0.273562629
247	0.9037433155	0.2732867477
248	0.9037433155	0.2730389542
249	0.9050802139	0.2728657968
250	0.9050802139	0.2726557556
251	0.9050802139	0.2723521824
252	0.9050802139	0.2718956867
253	0.9064171123	0.2708983231
254	0.9064171123	0.2706966121
255	0.9064171123	0.2705690514
256	0.9064171123	0.2701989769
257	0.9077540107	0.2699094046
258	0.9077540107	0.2698748871
259	0.9077540107	0.2694511735
260	0.9077540107	0.2694306596
261	0.9090909091	0.269032166
262	0.9090909091	0.2690317495
263	0.9077540107	0.2686909011
264	0.9077540107	0.2684536101
265	0.9077540107	0.2684535691
266	0.9077540107	0.2680545789
267	0.9077540107	0.2678923998
268	0.9077540107	0.2676424614
269	0.9090909091	0.2667897595
270	0.9090909091	0.2665231058
271	0.9090909091	0.2664076124
272	0.9090909091	0.2662471536
273	0.9077540107	0.2660008374
274	0.9077540107	0.2659273594
275	0.9090909091	0.2658400413
276	0.9090909091	0.2653136251
277	0.9064171123	0.2641514611
278	0.9064171123	0.2640748742
279	0.9104278075	0.2628891398
280	0.9117647059	0.2625740484
281	0.9104278075	0.2623290408
282	0.9117647059	0.2616989235
283	0.9131016043	0.2612634809
284	0.9131016043	0.261227957
285	0.9144385027	0.2610234878
286	0.9131016043	0.2607785956
287	0.9144385027	0.2602229318
288	0.9144385027	0.2601035966
289	0.9144385027	0.2596545007
290	0.9144385027	0.2596061134
291	0.9144385027	0.2595001314
292	0.9157754011	0.259373684
293	0.9171122995	0.2590460257
294	0.9171122995	0.2587914539
295	0.9171122995	0.2587855615
296	0.9144385027	0.258294263
297	0.9157754011	0.2578311061
298	0.9157754011	0.2577028711
299	0.9157754011	0.2574554972
300	0.9157754011	0.2572471194
301	0.9157754011	0.2568602417
302	0.9157754011	0.2567437991
303	0.9157754011	0.2564844744
304	0.9157754011	0.2563639917
305	0.9157754011	0.2561323713
306	0.9157754011	0.2558408934
307	0.9184491979	0.2554332631
308	0.9184491979	0.2554023493
309	0.9184491979	0.2553140633
310	0.9184491979	0.2551137743
311	0.9184491979	0.2549836988
312	0.9184491979	0.2547712162
313	0.9184491979	0.254718902
314	0.9184491979	0.2547169213
315	0.9184491979	0.2542966855
316	0.9184491979	0.2537075736
317	0.9184491979	0.253501285
318	0.9184491979	0.2534673091
319	0.9211229947	0.252666548
320	0.9211229947	0.2522302373
321	0.9211229947	0.2519033812
322	0.9211229947	0.2518269276
323	0.9211229947	0.2517975964
324	0.9211229947	0.2515123813
325	0.9211229947	0.2512107837
326	0.9211229947	0.2511787663
327	0.9211229947	0.2510416142
328	0.9211229947	0.2510222697
329	0.9211229947	0.2509626138
330	0.922459893	0.2502138592
331	0.9237967914	0.249690974
332	0.9237967914	0.249404908
333	0.9237967914	0.2489704652
334	0.9237967914	0.2489096977
335	0.9237967914	0.2488058254
336	0.9237967914	0.2485747413
337	0.9237967914	0.2485205158
338	0.9237967914	0.2484977418
339	0.9251336898	0.2482270544
340	0.9251336898	0.247863338
341	0.9251336898	0.2476794543
342	0.9264705882	0.2473420387
343	0.9264705882	0.2472183475
344	0.9264705882	0.2470008369
345	0.9264705882	0.2466513657
346	0.9264705882	0.2466164336
347	0.9264705882	0.2463532093
348	0.9278074866	0.2462247953
349	0.9264705882	0.2456738291
350	0.9278074866	0.2451632669
351	0.9278074866	0.2450616429
352	0.9278074866	0.2450213942
353	0.9278074866	0.2449708545
354	0.9251336898	0.2443389274
355	0.9251336898	0.2441523934
356	0.9251336898	0.2441417114
357	0.9251336898	0.2437623079
358	0.9251336898	0.2437229444
359	0.9251336898	0.2433678981
360	0.9251336898	0.243353039
361	0.9264705882	0.2428720182
362	0.9264705882	0.2424235435
363	0.9264705882	0.2420818785
364	0.9264705882	0.2417214165
365	0.9264705882	0.2414086006
366	0.9264705882	0.241406162
367	0.9264705882	0.2414043006
368	0.9264705882	0.2413014035
369	0.9264705882	0.2409534
370	0.9264705882	0.2409196045
371	0.9264705882	0.2409171872
372	0.9264705882	0.2406377442
373	0.9264705882	0.2403980871
374	0.9264705882	0.2400567768
375	0.9264705882	0.239504015
376	0.9264705882	0.2392470597
377	0.9264705882	0.2391200497
378	0.9264705882	0.2390132352
379	0.9264705882	0.238988992
380	0.9264705882	0.2389355937
381	0.9264705882	0.2387701504
382	0.9264705882	0.2386770966
383	0.9264705882	0.2385680545
384	0.9278074866	0.2382332346
385	0.9264705882	0.2377188473
386	0.9264705882	0.2373533536
387	0.9278074866	0.2370580077
388	0.9278074866	0.2368981654
389	0.9304812834	0.236729506
390	0.929144385	0.2366812319
391	0.929144385	0.2366154267
392	0.9304812834	0.2364359581
393	0.9304812834	0.2362100999
394	0.9304812834	0.2359403945
395	0.929144385	0.2357754953
396	0.929144385	0.235580493
397	0.929144385	0.2355664438
398	0.9278074866	0.2354524438
399	0.929144385	0.2353241155
400	0.9318181818	0.2349619842
401	0.9318181818	0.2341114798
402	0.9318181818	0.2336516489
403	0.9318181818	0.2333771908
404	0.9318181818	0.2330524625
405	0.9318181818	0.2329523245
406	0.9318181818	0.2328359757
407	0.9318181818	0.2323504763
408	0.9318181818	0.232240604
409	0.9318181818	0.2318957493
410	0.9318181818	0.2317789712
411	0.9318181818	0.2316855046
412	0.9318181818	0.2316460312
413	0.9318181818	0.2314799783
414	0.9318181818	0.2314322866
415	0.9318181818	0.2310341997
416	0.9318181818	0.2309309755
417	0.9331550802	0.2305466697
418	0.9344919786	0.2304678737
419	0.9344919786	0.2304121231
420	0.9344919786	0.2301683041
421	0.9344919786	0.2299988991
422	0.9344919786	0.2299723168
423	0.9344919786	0.2298869772
424	0.9344919786	0.2294961779
425	0.9344919786	0.2293295113
426	0.9344919786	0.2290255475
427	0.9344919786	0.2288157269
428	0.9344919786	0.2286708299
429	0.9344919786	0.2283500301
430	0.9344919786	0.2281860499
431	0.9344919786	0.2277673548
432	0.9344919786	0.2274182991
433	0.9344919786	0.2271797892
434	0.9344919786	0.2270680842
435	0.9344919786	0.2269080133
436	0.9344919786	0.2267984665
437	0.9344919786	0.2265561629
438	0.9344919786	0.2260045575
439	0.9344919786	0.2254706763
440	0.9344919786	0.2254688387
441	0.9344919786	0.2254352772
442	0.9344919786	0.2251802502
443	0.9344919786	0.2245613295
444	0.9371657754	0.2244899212
445	0.9371657754	0.2242436537
446	0.9371657754	0.2240889745
447	0.9371657754	0.2238168048
448	0.9371657754	0.2234978614
449	0.9371657754	0.223411233
450	0.9371657754	0.2233770212
451	0.9371657754	0.2229616225
452	0.9385026738	0.2226563456
453	0.9385026738	0.2225471128
454	0.9385026738	0.2224410492
455	0.9385026738	0.2221573528
456	0.9385026738	0.221556913
457	0.9385026738	0.2211853174
458	0.9398395722	0.2211060118
459	0.9398395722	0.2208578059
460	0.9385026738	0.220651377
461	0.9385026738	0.2204674664
462	0.9385026738	0.2200055648
463	0.9411764706	0.2197805606
464	0.9411764706	0.2197789546
465	0.9411764706	0.2197771883
466	0.9411764706	0.2196788108
467	0.9411764706	0.2192776984
468	0.9411764706	0.2192490201
469	0.9411764706	0.2190969287
470	0.9411764706	0.2189378638
471	0.9411764706	0.2186794875
472	0.9411764706	0.218452174
473	0.9411764706	0.2182389372
474	0.9411764706	0.2181163934
475	0.9411764706	0.2176468241
476	0.9411764706	0.2173846462
477	0.9411764706	0.2171757813
478	0.9411764706	0.2170606072
479	0.9411764706	0.216980561
480	0.9411764706	0.2166574075
481	0.9411764706	0.2163946552
482	0.9411764706	0.2162113145
483	0.9411764706	0.2158588596
484	0.9411764706	0.2154936706
485	0.9411764706	0.215307854
486	0.9411764706	0.2153066742
487	0.9411764706	0.2150844485
488	0.9411764706	0.2148855907
489	0.9411764706	0.2146497287
490	0.9411764706	0.2144492312
491	0.9411764706	0.2143600406
492	0.9411764706	0.2142481607
493	0.9411764706	0.2141626174
494	0.9411764706	0.213689747
495	0.9411764706	0.2133191621
496	0.9411764706	0.2131224756
497	0.9411764706	0.2126764998
498	0.9411764706	0.2126764886
499	0.9411764706	0.2124651506
500	0.9411764706	0.2117326528
501	0.9411764706	0.2112156302
502	0.9411764706	0.2110345824
503	0.942513369	0.2108976605
504	0.942513369	0.2107449473
505	0.942513369	0.2103963863
506	0.942513369	0.210066589
507	0.942513369	0.2098476772
508	0.942513369	0.2094735839
509	0.942513369	0.2093204276
510	0.942513369	0.2089897259
511	0.942513369	0.208842427
512	0.942513369	0.2088413166
513	0.942513369	0.2087575722
514	0.942513369	0.2087564751
515	0.942513369	0.2082953212
516	0.942513369	0.2081687189
517	0.9438502674	0.2079948952
518	0.9438502674	0.2077027399
519	0.942513369	0.2074312123
520	0.9438502674	0.2073856579
521	0.9438502674	0.2073690268
522	0.9438502674	0.207064784
523	0.9438502674	0.2068969747
524	0.9438502674	0.206563141
525	0.9438502674	0.205957287
526	0.9438502674	0.2055514837
527	0.9438502674	0.2055501004
528	0.9438502674	0.2050768062
529	0.9438502674	0.2049548918
530	0.942513369	0.2046076162
531	0.942513369	0.2044641477
532	0.942513369	0.2041224628
533	0.9438502674	0.2040440236
534	0.9438502674	0.203835896
535	0.9438502674	0.2036068695
536	0.9438502674	0.203553978
537	0.9438502674	0.2032920279
538	0.9438502674	0.2031069375
539	0.9451871658	0.2030242682
540	0.9451871658	0.2027392589
541	0.9451871658	0.202482414
542	0.9451871658	0.2024767768
543	0.9451871658	0.2024099809
544	0.9451871658	0.2018454504
545	0.9438502674	0.2016032023
546	0.9438502674	0.2013517244
547	0.9451871658	0.2012259303
548	0.9451871658	0.2009850531
549	0.9451871658	0.2005753359
550	0.9451871658	0.2005106466
551	0.9451871658	0.2003834241
552	0.9451871658	0.2001630116
553	0.9451871658	0.2001615622
554	0.9451871658	0.2001339385
555	0.9451871658	0.199837594
556	0.9451871658	0.1998214798
557	0.9451871658	0.1997465404
558	0.9451871658	0.1992882999
559	0.9451871658	0.1989299748
560	0.9451871658	0.1989193635
561	0.9465240642	0.1987204306
562	0.9465240642	0.198630563
563	0.9465240642	0.198351278
564	0.9465240642	0.1980598548
565	0.9465240642	0.1980456955
566	0.9465240642	0.1978196305
567	0.9465240642	0.1976528101
568	0.9451871658	0.1973430277
569	0.9451871658	0.197180311
570	0.9465240642	0.1969796025
571	0.9465240642	0.1965778744
572	0.9465240642	0.1962724299
573	0.9465240642	0.1962627733
574	0.9465240642	0.1960758343
575	0.9465240642	0.195974444
576	0.9465240642	0.19585241
577	0.9465240642	0.1954514398
578	0.9465240642	0.1953366211
579	0.9465240642	0.1950784953
580	0.9465240642	0.1950012514
581	0.9465240642	0.1948424609
582	0.9465240642	0.1944715035
583	0.9465240642	0.1944425211
584	0.9465240642	0.1943091963
585	0.9465240642	0.1942689952
586	0.9465240642	0.1941275416
587	0.9465240642	0.1939984337
588	0.9465240642	0.1939880764
589	0.9465240642	0.1939622938
590	0.9465240642	0.1937079707
591	0.9465240642	0.1935900513
592	0.9478609626	0.1932034809
593	0.9478609626	0.1929928829
594	0.9478609626	0.1927705277
595	0.9478609626	0.1926149071
596	0.9478609626	0.1923021469
597	0.9478609626	0.1921280344
598	0.9478609626	0.1919705496
599	0.9478609626	0.1919102906
600	0.9478609626	0.191779644
601	0.9478609626	0.1916240343
602	0.9478609626	0.1915997904
603	0.9478609626	0.191479355
604	0.9478609626	0.1913719069
605	0.9478609626	0.191195993
606	0.9478609626	0.1908203249
607	0.9478609626	0.1907112057
608	0.9478609626	0.1906890598
609	0.9478609626	0.1905422408
610	0.9478609626	0.1903280676
611	0.9478609626	0.1901440113
612	0.9478609626	0.1899537733
613	0.9478609626	0.1898014706
614	0.9465240642	0.1896056561
615	0.9465240642	0.1893226232
616	0.9465240642	0.1892259814
617	0.9478609626	0.1889072175
618	0.9478609626	0.1889038275
619	0.9465240642	0.1888434682
620	0.9465240642	0.188423569
621	0.9465240642	0.1882789515
622	0.9465240642	0.188220046
623	0.9465240642	0.1882033272
624	0.9465240642	0.1879912694
625	0.949197861	0.1876329553
626	0.949197861	0.1874343728
627	0.949197861	0.1872005218
628	0.949197861	0.1869050198
629	0.949197861	0.1868042529
630	0.949197861	0.1867095374
631	0.949197861	0.1864658949
632	0.949197861	0.1863546234
633	0.949197861	0.1862263147
634	0.949197861	0.1861773544
635	0.949197861	0.1860661198
636	0.949197861	0.1860003692
637	0.949197861	0.1858478978
638	0.9478609626	0.1856578617
639	0.9478609626	0.1854900106
640	0.9478609626	0.1851935594
641	0.9478609626	0.1850996151
642	0.9478609626	0.1848868485
643	0.9478609626	0.1845875109
644	0.9478609626	0.1844286553
645	0.9478609626	0.1844251903
646	0.9478609626	0.1840243184
647	0.9478609626	0.1840099078
648	0.9478609626	0.183707438
649	0.9478609626	0.1834937509
650	0.949197861	0.1833890961
651	0.949197861	0.1832790624
652	0.949197861	0.1832647128
653	0.949197861	0.183246275
654	0.949197861	0.1829966416
655	0.949197861	0.1828790925
656	0.949197861	0.18278335
657	0.949197861	0.1826921182
658	0.949197861	0.1823059024
659	0.949197861	0.1822727781
660	0.949197861	0.1822280372
661	0.949197861	0.1822225371
662	0.949197861	0.1820877519
663	0.949197861	0.1819116423
664	0.949197861	0.1818522866
665	0.949197861	0.1816856834
666	0.949197861	0.1814856523
667	0.949197861	0.1813413622
668	0.9478609626	0.1812627827
669	0.9478609626	0.1811609367
670	0.949197861	0.1809333504
671	0.949197861	0.1808294703
672	0.949197861	0.1806158594
673	0.949197861	0.1803663711
674	0.949197861	0.1802750506
675	0.949197861	0.1801471713
676	0.949197861	0.1800089865
677	0.949197861	0.179988702
678	0.949197861	0.1797364049
679	0.949197861	0.1795379392
680	0.949197861	0.1794949834
681	0.949197861	0.1792979433
682	0.949197861	0.1789001759
683	0.949197861	0.1787022691
684	0.9505347594	0.1784697446
685	0.9505347594	0.1783175388
686	0.9518716578	0.1782303936
687	0.9518716578	0.1781181754
688	0.9505347594	0.1780080749
689	0.9505347594	0.1776152761
690	0.9532085561	0.1774946978
691	0.9532085561	0.1772614983
692	0.9532085561	0.1772589271
693	0.9532085561	0.1770759889
694	0.9532085561	0.1770295071
695	0.9532085561	0.1767320863
696	0.9532085561	0.1764583537
697	0.9532085561	0.1763193803
698	0.9532085561	0.1761707036
699	0.9532085561	0.1758948242
700	0.9532085561	0.1756383
701	0.9532085561	0.1756073824
702	0.9532085561	0.1754696116
703	0.9532085561	0.175325872
704	0.9532085561	0.1750134543
705	0.9532085561	0.1748859231
706	0.9532085561	0.1747045663
707	0.9532085561	0.1746147822
708	0.9532085561	0.1741715925
709	0.9532085561	0.1738142932
710	0.9532085561	0.1737718401
711	0.9532085561	0.1735515329
712	0.9532085561	0.173435191
713	0.9532085561	0.1733729984
714	0.9532085561	0.1732524852
715	0.9532085561	0.1731356517
716	0.9532085561	0.1730503795
717	0.9545454545	0.1730101227
718	0.9545454545	0.1729154888
719	0.9545454545	0.1724428803
720	0.9545454545	0.1724293012
721	0.9545454545	0.1724190446
722	0.9545454545	0.1723925691
723	0.9545454545	0.1718347293
724	0.9545454545	0.1716700615
725	0.9558823529	0.1715341064
726	0.9558823529	0.1713529737
727	0.9558823529	0.1711498154
728	0.9558823529	0.1710422547
729	0.9558823529	0.1708195851
730	0.9558823529	0.1707429599
731	0.9558823529	0.1706882105
732	0.9558823529	0.1706736305
733	0.9558823529	0.1705371675
734	0.9558823529	0.1705213378
735	0.9558823529	0.1704664902
736	0.9558823529	0.1703078665
737	0.9558823529	0.1701071127
738	0.9558823529	0.1700797391
739	0.9558823529	0.1698953032
740	0.9558823529	0.1698721576
741	0.9558823529	0.1698352683
742	0.9558823529	0.1696988089
743	0.9558823529	0.1695819664
744	0.9558823529	0.1694876475
745	0.9558823529	0.1691875409
746	0.9558823529	0.1690255214
747	0.9558823529	0.1690106026
748	0.9558823529	0.1687586869
749	0.9558823529	0.168475344
750	0.9558823529	0.168362248
751	0.9558823529	0.1682477662
752	0.9558823529	0.1679855177
753	0.9558823529	0.167830831
754	0.9558823529	0.1675484216
755	0.9558823529	0.1675338802
756	0.9558823529	0.1674261841
757	0.9558823529	0.16734965
758	0.9558823529	0.1671480762
759	0.9558823529	0.1671473557
760	0.9558823529	0.1671013839
761	0.9558823529	0.1668550236
762	0.9558823529	0.1666584548
763	0.9558823529	0.1666441559
764	0.9558823529	0.1664210042
765	0.9558823529	0.1661738585
766	0.9558823529	0.1657319865
767	0.9558823529	0.1655555539
768	0.9558823529	0.165450195
769	0.9558823529	0.1653555349
770	0.9558823529	0.1652182453
771	0.9558823529	0.1650358492
772	0.9558823529	0.1649731774
773	0.9558823529	0.1647084235
774	0.9558823529	0.1646696357
775	0.9558823529	0.1645065277
776	0.9558823529	0.1644706898
777	0.9558823529	0.1644448037
778	0.9558823529	0.1641825735
779	0.9558823529	0.1641427583
780	0.9558823529	0.1639559535
781	0.9558823529	0.163824473
782	0.9558823529	0.1636202424
783	0.9558823529	0.1636130724
784	0.9558823529	0.1634760388
785	0.9558823529	0.163418085
786	0.9558823529	0.1631314284
787	0.9558823529	0.1630543564
788	0.9558823529	0.1627531917
789	0.9558823529	0.1626321274
790	0.9558823529	0.1625230047
791	0.9558823529	0.162312852
792	0.9558823529	0.1621139903
793	0.9558823529	0.1620741112
794	0.9558823529	0.1620295099
795	0.9558823529	0.1616452684
796	0.9558823529	0.1613334706
797	0.9558823529	0.1610320306
798	0.9558823529	0.160862836
799	0.9558823529	0.160058919
800	0.9558823529	0.1599509051
801	0.9558823529	0.1598672819
802	0.9558823529	0.1597843696
803	0.9558823529	0.1596348969
804	0.9558823529	0.159434704
805	0.9558823529	0.159169135
806	0.9558823529	0.1591090033
807	0.9558823529	0.1588228377
808	0.9558823529	0.1584652831
809	0.9558823529	0.1583606077
810	0.9558823529	0.1581784692
811	0.9558823529	0.157934874
812	0.9558823529	0.1578990665
813	0.9558823529	0.157822522
814	0.9558823529	0.157529042
815	0.9558823529	0.157391884
816	0.9572192513	0.1570886333
817	0.9585561497	0.1569082461
818	0.9585561497	0.1568150375
819	0.9585561497	0.156685759
820	0.9585561497	0.1561197516
821	0.9572192513	0.1560574309
822	0.9572192513	0.1559834222
823	0.9572192513	0.1559325802
824	0.9572192513	0.1559092291
825	0.9585561497	0.1557807657
826	0.9585561497	0.1557558374
827	0.9585561497	0.1555375521
828	0.9585561497	0.1554733236
829	0.9598930481	0.155305401
830	0.9598930481	0.1550494442
831	0.9598930481	0.1548926491
832	0.9598930481	0.1547948449
833	0.9598930481	0.1547303003
834	0.9598930481	0.1545712363
835	0.9598930481	0.154452798
836	0.9612299465	0.1543509565
837	0.9612299465	0.1542729454
838	0.9612299465	0.1542127301
839	0.9598930481	0.1540355071
840	0.9598930481	0.1540069073
841	0.9598930481	0.1539997833
842	0.9612299465	0.1538537936
843	0.9612299465	0.1537682493
844	0.9612299465	0.1533206214
845	0.9598930481	0.153129384
846	0.9612299465	0.1530275604
847	0.9612299465	0.1530152797
848	0.9612299465	0.1527247893
849	0.9612299465	0.1525680045
850	0.9598930481	0.1525168381
851	0.9625668449	0.1523599369
852	0.9612299465	0.1521938786
853	0.9625668449	0.1521218296
854	0.9625668449	0.1519996617
855	0.9612299465	0.1517273198
856	0.9625668449	0.1516356962
857	0.9625668449	0.1516250468
858	0.9625668449	0.151552808
859	0.9612299465	0.1513132347
860	0.9639037433	0.1506231079
861	0.9612299465	0.1503738093
862	0.9612299465	0.1503696509
863	0.9625668449	0.1502883275
864	0.9639037433	0.1501401636
865	0.9639037433	0.1501031047
866	0.9639037433	0.1499505888
867	0.9639037433	0.149864861
868	0.9639037433	0.1497629131
869	0.9639037433	0.149630026
870	0.9625668449	0.1493102721
871	0.9625668449	0.149210649
872	0.9625668449	0.148998194
873	0.9625668449	0.1488860619
874	0.9625668449	0.1487881277
875	0.9625668449	0.1486198046
876	0.9625668449	0.1485062336
877	0.9625668449	0.1484563858
878	0.9639037433	0.1478574484
879	0.9639037433	0.147836852
880	0.9639037433	0.1476662819
881	0.9639037433	0.1476538262
882	0.9639037433	0.1475051794
883	0.9639037433	0.1473363129
884	0.9639037433	0.147291676
885	0.9639037433	0.1472849024
